Frequency (Hz)	Level (dB)
0.672913	-92.655914
1.345825	-86.915581
2.018738	-84.547310
2.691650	-83.151436
3.364563	-77.048607
4.037476	-71.020859
4.710388	-68.311882
5.383301	-65.800636
6.056213	-66.797791
6.729126	-63.412098
7.402039	-60.344906
8.074951	-58.797462
8.747864	-52.116283
9.420776	-56.066692
10.093689	-59.580341
10.766602	-58.347630
11.439514	-60.106594
12.112427	-60.383591
12.785339	-62.410069
13.458252	-63.632729
14.131165	-65.889336
14.804077	-66.025162
15.476990	-66.305115
16.149902	-66.334724
16.822815	-70.807686
17.495728	-67.919624
18.168640	-69.233513
18.841553	-70.236488
19.514465	-70.946159
20.187378	-74.022316
20.860291	-74.789673
21.533203	-78.077293
22.206116	-75.149696
22.879028	-73.767242
23.551941	-73.848007
24.224854	-71.766563
24.897766	-76.493340
25.570679	-75.003738
26.243591	-73.592407
26.916504	-73.387238
27.589417	-71.716454
28.262329	-75.887352
28.935242	-79.065773
29.608154	-73.881393
30.281067	-77.212410
30.953979	-74.316330
31.626892	-79.569214
32.299805	-80.318100
32.972717	-82.238777
33.645630	-77.938026
34.318542	-75.647522
34.991455	-76.797775
35.664368	-78.991302
36.337280	-79.277138
37.010193	-76.677467
37.683105	-76.203094
38.356018	-77.328217
39.028931	-78.410812
39.701843	-75.222198
40.374756	-71.028038
41.047668	-69.093369
41.720581	-74.287560
42.393494	-73.593956
43.066406	-75.674614
43.739319	-76.860489
44.412231	-77.641899
45.085144	-73.097473
45.758057	-64.102669
46.430969	-64.837578
47.103882	-75.388901
47.776794	-81.172073
48.449707	-81.117279
49.122620	-76.240059
49.795532	-63.022610
50.468445	-66.123489
51.141357	-80.364777
51.814270	-80.582161
52.487183	-79.595741
53.160095	-76.078659
53.833008	-78.180412
54.505920	-79.255814
55.178833	-79.219460
55.851746	-79.977356
56.524658	-79.885345
57.197571	-80.078300
57.870483	-78.925644
58.543396	-79.697701
59.216309	-81.320808
59.889221	-78.564644
60.562134	-76.801590
61.235046	-70.226295
61.907959	-78.821045
62.580872	-81.800957
63.253784	-84.882202
63.926697	-82.724136
64.599609	-81.408295
65.272522	-82.867935
65.945435	-84.853439
66.618347	-86.231346
67.291260	-86.209991
67.964172	-88.431488
68.637085	-88.489624
69.309998	-84.309387
69.982910	-81.990898
70.655823	-84.864395
71.328735	-82.904938
72.001648	-83.053413
72.674561	-84.295967
73.347473	-83.515556
74.020386	-86.592979
74.693298	-82.523895
75.366211	-83.263763
76.039124	-82.714500
76.712036	-81.510651
77.384949	-82.935463
78.057861	-85.377274
78.730774	-82.854492
79.403687	-83.590645
80.076599	-84.585693
80.749512	-84.797112
81.422424	-80.849632
82.095337	-83.075554
82.768250	-84.117310
83.441162	-77.958099
84.114075	-75.084137
84.786987	-77.358299
85.459900	-77.327965
86.132813	-81.548576
86.805725	-84.646675
87.478638	-78.092278
88.151550	-80.033928
88.824463	-83.032127
89.497375	-79.980942
90.170288	-79.792519
90.843201	-85.146606
91.516113	-74.691376
92.189026	-69.649513
92.861938	-82.394623
93.534851	-82.365288
94.207764	-83.160950
94.880676	-84.114502
95.553589	-86.125885
96.226501	-81.872887
96.899414	-80.914589
97.572327	-82.146996
98.245239	-82.043770
98.918152	-79.105644
99.591064	-81.168785
100.263977	-82.003418
100.936890	-85.082764
101.609802	-82.180649
102.282715	-84.404823
102.955627	-82.956329
103.628540	-85.809334
104.301453	-86.198212
104.974365	-84.501434
105.647278	-83.364639
106.320190	-85.194420
106.993103	-80.703735
107.666016	-83.693245
108.338928	-82.263405
109.011841	-86.361275
109.684753	-85.373459
110.357666	-84.873215
111.030579	-85.768929
111.703491	-86.621948
112.376404	-86.703964
113.049316	-83.560982
113.722229	-83.791138
114.395142	-86.276154
115.068054	-85.199493
115.740967	-84.568832
116.413879	-84.901909
117.086792	-88.886467
117.759705	-87.055130
118.432617	-87.597176
119.105530	-84.524864
119.778442	-82.209785
120.451355	-89.579102
121.124268	-87.067459
121.797180	-84.482262
122.470093	-89.524948
123.143005	-87.611343
123.815918	-84.039940
124.488831	-84.559135
125.161743	-82.538689
125.834656	-86.559814
126.507568	-88.016449
127.180481	-85.323746
127.853394	-90.321358
128.526306	-84.959106
129.199219	-87.910461
129.872131	-87.455200
130.545044	-83.064285
131.217957	-83.179878
131.890869	-85.766640
132.563782	-85.712067
133.236694	-83.188858
133.909607	-84.565887
134.582520	-85.660301
135.255432	-85.980133
135.928345	-86.470146
136.601257	-87.598175
137.274170	-88.025764
137.947083	-83.225876
138.619995	-87.674789
139.292908	-85.346497
139.965820	-83.754913
140.638733	-82.483810
141.311646	-85.889137
141.984558	-84.754967
142.657471	-87.876198
143.330383	-88.478188
144.003296	-86.115005
144.676208	-85.237007
145.349121	-84.770729
146.022034	-86.483856
146.694946	-84.360832
147.367859	-85.392929
148.040771	-87.414574
148.713684	-81.695618
149.386597	-79.907326
150.059509	-75.325012
150.732422	-82.285210
151.405334	-86.485321
152.078247	-85.968300
152.751160	-88.201347
153.424072	-89.085869
154.096985	-89.704674
154.769897	-89.306877
155.442810	-88.524620
156.115723	-85.382515
156.788635	-84.056961
157.461548	-85.700676
158.134460	-90.291519
158.807373	-85.818153
159.480286	-87.663818
160.153198	-84.008514
160.826111	-82.326958
161.499023	-85.353210
162.171936	-87.438583
162.844849	-88.452538
163.517761	-86.971443
164.190674	-89.587593
164.863586	-92.377541
165.536499	-87.949005
166.209412	-90.128387
166.882324	-87.355148
167.555237	-89.154610
168.228149	-89.477875
168.901062	-89.675041
169.573975	-85.694786
170.246887	-85.792274
170.919800	-86.003548
171.592712	-92.625443
172.265625	-89.377884
172.938538	-84.934486
173.611450	-85.796951
174.284363	-86.698868
174.957275	-88.753563
175.630188	-87.114944
176.303101	-89.645081
176.976013	-88.541908
177.648926	-85.869514
178.321838	-89.630478
178.994751	-86.928772
179.667664	-87.684769
180.340576	-86.726189
181.013489	-88.271347
181.686401	-85.401398
182.359314	-90.578857
183.032227	-84.754234
183.705139	-85.030708
184.378052	-89.359764
185.050964	-85.462601
185.723877	-89.488457
186.396790	-84.751892
187.069702	-88.536522
187.742615	-87.637184
188.415527	-88.098724
189.088440	-90.228806
189.761353	-87.165230
190.434265	-87.010590
191.107178	-88.630661
191.780090	-88.346001
192.453003	-87.142914
193.125916	-90.965416
193.798828	-88.738335
194.471741	-88.464859
195.144653	-89.300247
195.817566	-86.353493
196.490479	-87.564293
197.163391	-84.335548
197.836304	-83.676559
198.509216	-87.126427
199.182129	-88.859016
199.855042	-81.850777
200.527954	-86.664375
201.200867	-84.029388
201.873779	-88.324501
202.546692	-90.966629
203.219604	-89.791229
203.892517	-85.570702
204.565430	-83.706627
205.238342	-86.505333
205.911255	-89.982285
206.584167	-86.165688
207.257080	-91.831856
207.929993	-86.106705
208.602905	-83.227539
209.275818	-83.367805
209.948730	-85.790024
210.621643	-90.117279
211.294556	-89.759277
211.967468	-86.177170
212.640381	-83.893532
213.313293	-87.574333
213.986206	-88.020332
214.659119	-87.660110
215.332031	-89.636078
