Frequency (Hz)	Level (dB)
0.672913	-88.061852
1.345825	-94.704567
2.018738	-84.732468
2.691650	-86.638702
3.364563	-81.001328
4.037476	-76.254128
4.710388	-75.851067
5.383301	-77.297791
6.056213	-76.758919
6.729126	-69.771049
7.402039	-67.799767
8.074951	-59.619282
8.747864	-50.092556
9.420776	-54.286663
10.093689	-56.484413
10.766602	-57.034466
11.439514	-57.872772
12.112427	-62.327950
12.785339	-63.954712
13.458252	-63.655628
14.131165	-69.836670
14.804077	-70.578201
15.476990	-69.436852
16.149902	-75.973366
16.822815	-75.554451
17.495728	-74.891617
18.168640	-73.406273
18.841553	-74.860825
19.514465	-75.633377
20.187378	-77.694687
20.860291	-79.355415
21.533203	-79.520348
22.206116	-76.343864
22.879028	-75.700302
23.551941	-78.329582
24.224854	-72.796310
24.897766	-75.219627
25.570679	-79.507538
26.243591	-74.410645
26.916504	-73.669891
27.589417	-69.774994
28.262329	-75.167915
28.935242	-74.522118
29.608154	-74.324562
30.281067	-74.912788
30.953979	-74.765663
31.626892	-78.188416
32.299805	-77.505363
32.972717	-82.411324
33.645630	-75.210663
34.318542	-78.797707
34.991455	-83.864090
35.664368	-75.952370
36.337280	-77.905396
37.010193	-79.869576
37.683105	-77.281242
38.356018	-76.812401
39.028931	-72.127823
39.701843	-72.263451
40.374756	-69.970314
41.047668	-68.883690
41.720581	-74.943222
42.393494	-74.264381
43.066406	-77.635643
43.739319	-80.063698
44.412231	-71.089790
45.085144	-65.640282
45.758057	-55.605804
46.430969	-56.562157
47.103882	-71.522514
47.776794	-77.285309
48.449707	-78.589302
49.122620	-72.376915
49.795532	-66.990005
50.468445	-71.290390
51.141357	-78.696136
51.814270	-78.976021
52.487183	-77.218994
53.160095	-79.342743
53.833008	-78.094009
54.505920	-82.233490
55.178833	-82.862862
55.851746	-81.059906
56.524658	-81.265442
57.197571	-76.987625
57.870483	-76.661926
58.543396	-76.679565
59.216309	-77.166718
59.889221	-79.205093
60.562134	-79.372704
61.235046	-76.708687
61.907959	-78.490685
62.580872	-78.229393
63.253784	-78.690407
63.926697	-82.920059
64.599609	-85.253525
65.272522	-84.287979
65.945435	-82.828690
66.618347	-78.308594
67.291260	-80.640091
67.964172	-85.824280
68.637085	-79.458328
69.309998	-80.412743
69.982910	-81.071899
70.655823	-80.932541
71.328735	-77.322495
72.001648	-83.531746
72.674561	-82.485840
73.347473	-79.116890
74.020386	-81.229919
74.693298	-82.634766
75.366211	-79.855835
76.039124	-80.522667
76.712036	-80.459366
77.384949	-82.262238
78.057861	-80.611641
78.730774	-79.959930
79.403687	-77.327950
80.076599	-76.065636
80.749512	-76.191093
81.422424	-75.746445
82.095337	-77.155907
82.768250	-77.806175
83.441162	-75.932747
84.114075	-74.955864
84.786987	-74.963783
85.459900	-75.498535
86.132813	-76.434036
86.805725	-80.417686
87.478638	-78.443909
88.151550	-80.600456
88.824463	-78.528862
89.497375	-83.944138
90.170288	-80.325897
90.843201	-76.922401
91.516113	-78.845177
92.189026	-77.104683
92.861938	-78.993271
93.534851	-78.636826
94.207764	-78.974716
94.880676	-80.256256
95.553589	-85.776230
96.226501	-80.073624
96.899414	-81.758125
97.572327	-79.737389
98.245239	-79.326004
98.918152	-78.319405
99.591064	-81.026970
100.263977	-78.629112
100.936890	-83.670952
101.609802	-80.996292
102.282715	-82.088173
102.955627	-75.859398
103.628540	-79.105698
104.301453	-80.859688
104.974365	-80.662170
105.647278	-84.709946
106.320190	-80.797836
106.993103	-85.124817
107.666016	-82.108040
108.338928	-80.637459
109.011841	-79.834572
109.684753	-80.993629
110.357666	-79.092270
111.030579	-84.463242
111.703491	-78.672180
112.376404	-83.373077
113.049316	-82.288162
113.722229	-79.943642
114.395142	-78.666969
115.068054	-81.789932
115.740967	-83.443871
116.413879	-77.438248
117.086792	-79.895905
117.759705	-76.413559
118.432617	-78.013084
119.105530	-82.201462
119.778442	-76.640167
120.451355	-82.184845
