Frequency (Hz)	Level (dB)
0.672913	-93.073326
1.345825	-91.557785
2.018738	-84.252556
2.691650	-82.904884
3.364563	-81.409431
4.037476	-78.356201
4.710388	-78.540840
5.383301	-77.255409
6.056213	-78.267807
6.729126	-70.381279
7.402039	-66.755714
8.074951	-59.362503
8.747864	-48.712383
9.420776	-55.244999
10.093689	-57.615211
10.766602	-58.786694
11.439514	-57.602390
12.112427	-61.216923
12.785339	-63.432121
13.458252	-62.806309
14.131165	-69.362946
14.804077	-71.922928
15.476990	-70.316246
16.149902	-74.491325
16.822815	-77.414177
17.495728	-78.851730
18.168640	-74.821320
18.841553	-73.202957
19.514465	-71.592209
20.187378	-75.318565
20.860291	-77.990738
21.533203	-77.247681
22.206116	-72.742050
22.879028	-78.171532
23.551941	-77.623528
24.224854	-74.200531
24.897766	-74.576828
25.570679	-77.479408
26.243591	-76.023109
26.916504	-70.249741
27.589417	-67.812767
28.262329	-76.398521
28.935242	-77.539589
29.608154	-73.314064
30.281067	-76.168983
30.953979	-77.739716
31.626892	-76.888420
32.299805	-75.753143
32.972717	-74.209938
33.645630	-74.341248
34.318542	-76.611542
34.991455	-73.564857
35.664368	-75.725662
36.337280	-74.926178
37.010193	-70.711998
37.683105	-68.756592
38.356018	-70.345703
39.028931	-64.895538
39.701843	-67.750839
40.374756	-67.399017
41.047668	-65.630310
41.720581	-75.271057
42.393494	-70.939110
43.066406	-73.219902
43.739319	-72.540871
44.412231	-67.711525
45.085144	-65.084564
45.758057	-54.972862
46.430969	-55.856289
47.103882	-68.036858
47.776794	-76.160751
48.449707	-76.451981
49.122620	-74.495026
49.795532	-65.580429
50.468445	-70.537338
51.141357	-73.210297
51.814270	-76.461143
52.487183	-76.815498
53.160095	-77.996201
53.833008	-78.177094
54.505920	-78.103065
55.178833	-77.610214
55.851746	-78.164116
56.524658	-77.584373
57.197571	-74.734528
57.870483	-75.512390
58.543396	-78.218552
59.216309	-77.434647
59.889221	-77.408340
60.562134	-82.529007
61.235046	-76.313797
61.907959	-77.827103
62.580872	-82.106842
63.253784	-80.715065
63.926697	-79.182716
64.599609	-77.629585
65.272522	-76.051529
65.945435	-75.111145
66.618347	-75.805885
67.291260	-77.714828
67.964172	-76.819595
68.637085	-78.044113
69.309998	-75.169022
69.982910	-76.289200
70.655823	-75.504852
71.328735	-76.580383
72.001648	-74.418419
72.674561	-78.021217
73.347473	-74.885651
74.020386	-74.744423
74.693298	-79.368736
75.366211	-80.784988
76.039124	-79.238335
76.712036	-78.098328
77.384949	-76.272972
78.057861	-75.664742
78.730774	-78.615410
79.403687	-76.365105
80.076599	-75.095390
80.749512	-75.077728
81.422424	-75.324593
82.095337	-75.568764
82.768250	-77.054214
83.441162	-71.103851
84.114075	-72.323227
84.786987	-71.480270
85.459900	-74.972000
86.132813	-74.508186
86.805725	-72.946014
87.478638	-74.776688
88.151550	-82.779182
88.824463	-75.571571
89.497375	-76.571198
90.170288	-77.518639
90.843201	-77.652512
91.516113	-77.163330
92.189026	-76.969948
92.861938	-80.875343
93.534851	-81.532501
94.207764	-75.858459
94.880676	-77.423645
95.553589	-77.400742
96.226501	-78.710114
96.899414	-76.729904
97.572327	-77.561539
98.245239	-77.835770
98.918152	-77.465378
99.591064	-77.061043
100.263977	-79.485435
