Frequency (Hz)	Level (dB)
0.672913	-88.767792
1.345825	-88.007339
2.018738	-83.213509
2.691650	-81.869781
3.364563	-78.527397
4.037476	-71.362633
4.710388	-69.377617
5.383301	-67.191437
6.056213	-66.617592
6.729126	-63.052536
7.402039	-59.000706
8.074951	-54.173786
8.747864	-50.346752
9.420776	-56.048321
10.093689	-58.835121
10.766602	-60.292774
11.439514	-58.259094
12.112427	-59.022648
12.785339	-60.989742
13.458252	-60.746189
14.131165	-68.291237
14.804077	-69.816162
15.476990	-67.043259
16.149902	-70.983253
16.822815	-71.161766
17.495728	-68.228325
18.168640	-67.312088
18.841553	-69.310524
19.514465	-69.918900
20.187378	-71.262413
20.860291	-74.770126
21.533203	-74.897858
22.206116	-72.332832
22.879028	-73.952629
23.551941	-73.403778
24.224854	-72.943817
24.897766	-76.454880
25.570679	-76.433617
26.243591	-73.597298
26.916504	-73.561844
27.589417	-72.019958
28.262329	-75.169975
28.935242	-72.005669
29.608154	-76.888031
30.281067	-74.969116
30.953979	-73.319176
31.626892	-76.703964
32.299805	-78.618118
32.972717	-81.071793
33.645630	-75.426453
34.318542	-73.456093
34.991455	-77.266106
35.664368	-73.379417
36.337280	-75.053955
37.010193	-76.450233
37.683105	-76.701233
38.356018	-76.467354
39.028931	-76.113930
39.701843	-74.066887
40.374756	-69.834320
41.047668	-66.492882
41.720581	-76.772079
42.393494	-77.596649
43.066406	-77.157600
43.739319	-81.417503
44.412231	-78.605850
45.085144	-74.983742
45.758057	-64.930962
46.430969	-65.550819
47.103882	-76.483864
47.776794	-81.770515
48.449707	-80.711266
49.122620	-79.445694
49.795532	-64.182724
50.468445	-68.372704
51.141357	-78.314087
51.814270	-78.864975
52.487183	-81.631004
53.160095	-79.824417
53.833008	-80.136818
54.505920	-83.460724
55.178833	-85.060928
55.851746	-83.524414
56.524658	-79.973595
57.197571	-80.041748
57.870483	-78.449860
58.543396	-80.866875
59.216309	-81.875954
59.889221	-79.431664
60.562134	-78.649300
61.235046	-73.125061
61.907959	-77.789040
62.580872	-81.567810
63.253784	-80.846085
63.926697	-78.622620
64.599609	-78.391731
65.272522	-81.193588
65.945435	-84.951180
66.618347	-89.284508
67.291260	-85.111557
67.964172	-88.403641
68.637085	-82.764915
69.309998	-81.389351
69.982910	-85.498398
70.655823	-88.417679
71.328735	-83.422501
72.001648	-84.957443
72.674561	-81.374130
73.347473	-82.813942
74.020386	-81.489464
74.693298	-87.288635
75.366211	-86.151123
76.039124	-80.472237
76.712036	-80.543289
77.384949	-85.474602
78.057861	-82.732239
78.730774	-80.926888
79.403687	-84.303284
80.076599	-84.053505
80.749512	-85.146675
81.422424	-84.412819
82.095337	-84.602219
82.768250	-80.562172
83.441162	-77.073608
84.114075	-75.379959
84.786987	-75.472069
85.459900	-78.806702
86.132813	-80.650223
86.805725	-76.532997
87.478638	-81.289352
88.151550	-89.981354
88.824463	-83.223549
89.497375	-77.321770
90.170288	-75.400116
90.843201	-79.558502
91.516113	-74.523582
92.189026	-70.396721
92.861938	-77.311104
93.534851	-84.117752
