Frequency (Hz)	Level (dB)
0.672913	-84.223351
1.345825	-86.114952
2.018738	-84.705383
2.691650	-84.828110
3.364563	-86.194946
4.037476	-77.399696
4.710388	-76.083473
5.383301	-78.742493
6.056213	-76.641914
6.729126	-71.705833
7.402039	-66.910484
8.074951	-61.353924
8.747864	-51.277069
9.420776	-54.841499
10.093689	-60.043060
10.766602	-56.883778
11.439514	-57.294670
12.112427	-60.405407
12.785339	-64.556274
13.458252	-63.309849
14.131165	-68.918343
14.804077	-70.804932
15.476990	-71.517441
16.149902	-77.365288
16.822815	-78.576469
17.495728	-76.404137
18.168640	-73.349670
18.841553	-76.953865
19.514465	-74.082458
20.187378	-74.962234
20.860291	-74.756248
21.533203	-73.303215
22.206116	-74.242332
22.879028	-74.665955
23.551941	-74.547173
24.224854	-72.775139
24.897766	-71.059990
25.570679	-72.173592
26.243591	-70.589149
26.916504	-71.331421
27.589417	-69.694344
28.262329	-76.949287
28.935242	-77.869453
29.608154	-76.131012
30.281067	-75.187294
30.953979	-74.919434
31.626892	-74.211388
32.299805	-77.919868
32.972717	-75.524696
33.645630	-72.231819
34.318542	-74.711655
34.991455	-74.718224
35.664368	-75.444405
36.337280	-76.000488
37.010193	-72.196243
37.683105	-73.019188
38.356018	-73.931465
39.028931	-73.670143
39.701843	-77.357254
40.374756	-67.839272
41.047668	-65.656471
41.720581	-74.655762
42.393494	-71.238556
43.066406	-74.700539
43.739319	-71.519798
44.412231	-70.220108
45.085144	-64.409988
45.758057	-55.528839
46.430969	-56.149063
47.103882	-67.198471
47.776794	-71.245529
48.449707	-71.345566
49.122620	-68.887047
49.795532	-64.880913
50.468445	-68.688919
51.141357	-72.014542
51.814270	-73.746864
52.487183	-74.495438
53.160095	-72.770432
53.833008	-74.809555
54.505920	-72.725769
55.178833	-72.678246
55.851746	-73.544472
56.524658	-73.267815
57.197571	-73.777115
57.870483	-74.176682
58.543396	-72.974182
59.216309	-71.552803
59.889221	-75.902580
60.562134	-75.550621
61.235046	-73.412811
61.907959	-77.326706
62.580872	-75.050049
63.253784	-76.030334
63.926697	-72.189430
64.599609	-69.323395
65.272522	-73.215256
65.945435	-69.226372
66.618347	-74.757065
67.291260	-74.550392
67.964172	-71.868561
68.637085	-71.517006
69.309998	-71.565933
69.982910	-74.521454
70.655823	-73.433228
71.328735	-72.432175
72.001648	-72.964378
72.674561	-70.579185
73.347473	-71.339462
74.020386	-72.773560
74.693298	-75.101578
75.366211	-74.734329
76.039124	-72.752464
76.712036	-73.251160
77.384949	-74.260818
78.057861	-73.717491
78.730774	-76.535194
79.403687	-72.234940
80.076599	-71.233452
80.749512	-72.741257
81.422424	-73.785202
82.095337	-71.734390
82.768250	-71.416679
83.441162	-70.891838
84.114075	-69.938110
84.786987	-70.630630
85.459900	-72.261848
86.132813	-72.047478
86.805725	-72.585609
87.478638	-74.932800
88.151550	-71.798920
88.824463	-72.635185
89.497375	-74.134331
90.170288	-70.491455
90.843201	-74.597916
91.516113	-71.305595
92.189026	-72.401085
92.861938	-73.787331
93.534851	-72.888092
94.207764	-75.756981
94.880676	-76.363533
95.553589	-74.625786
96.226501	-75.444786
96.899414	-71.957016
97.572327	-72.649284
98.245239	-72.509178
98.918152	-73.869904
99.591064	-75.132057
100.263977	-74.401588
100.936890	-76.094315
101.609802	-72.296745
102.282715	-73.341034
102.955627	-75.908333
103.628540	-72.080368
104.301453	-75.088287
104.974365	-73.617729
105.647278	-72.721237
106.320190	-74.090942
106.993103	-71.277184
107.666016	-70.711525
108.338928	-71.129639
109.011841	-72.575722
109.684753	-72.401428
110.357666	-71.507240
111.030579	-71.677330
111.703491	-73.541405
112.376404	-72.856560
113.049316	-74.250710
113.722229	-72.845306
114.395142	-71.994484
115.068054	-74.407402
115.740967	-72.213295
116.413879	-75.663200
117.086792	-73.136909
117.759705	-73.032593
118.432617	-74.291283
119.105530	-72.056206
119.778442	-73.378494
120.451355	-72.208488
121.124268	-73.573105
121.797180	-73.449516
122.470093	-71.193359
123.143005	-72.566162
123.815918	-71.319351
124.488831	-72.169167
125.161743	-72.835426
125.834656	-70.876457
126.507568	-72.369423
127.180481	-72.730629
127.853394	-72.602463
128.526306	-74.603546
129.199219	-71.525200
129.872131	-74.036629
