Frequency (Hz)	Level (dB)
0.672913	-91.777847
1.345825	-88.626930
2.018738	-79.589195
2.691650	-81.398445
3.364563	-76.111023
4.037476	-68.154160
4.710388	-68.235634
5.383301	-61.116837
6.056213	-58.934299
6.729126	-53.457687
7.402039	-51.633705
8.074951	-50.999195
8.747864	-46.978210
9.420776	-51.980183
10.093689	-56.938499
10.766602	-54.997822
11.439514	-57.396484
12.112427	-64.004784
12.785339	-58.098896
13.458252	-56.314533
14.131165	-63.896271
14.804077	-64.040810
15.476990	-56.617298
16.149902	-62.486313
16.822815	-66.248055
17.495728	-59.442364
18.168640	-63.767197
18.841553	-72.926437
19.514465	-62.698143
20.187378	-62.534367
20.860291	-71.568687
21.533203	-72.409119
22.206116	-67.174294
22.879028	-72.194283
23.551941	-72.972694
24.224854	-67.313194
24.897766	-72.444572
25.570679	-74.775093
26.243591	-72.338196
26.916504	-73.729843
27.589417	-72.622894
28.262329	-74.748596
28.935242	-74.488846
29.608154	-68.738152
30.281067	-73.062386
30.953979	-73.818634
31.626892	-73.460495
32.299805	-70.857315
32.972717	-73.388359
33.645630	-75.213455
34.318542	-73.109612
34.991455	-73.714386
35.664368	-74.860794
36.337280	-79.350624
37.010193	-78.189079
37.683105	-78.586250
38.356018	-73.255493
39.028931	-76.719788
39.701843	-74.324173
40.374756	-69.922295
41.047668	-67.289352
41.720581	-77.602531
42.393494	-78.205750
43.066406	-81.356651
43.739319	-76.867882
44.412231	-75.876450
45.085144	-73.396370
45.758057	-62.945110
46.430969	-62.941719
47.103882	-75.697105
47.776794	-78.257957
48.449707	-75.053642
49.122620	-77.033073
49.795532	-64.367813
50.468445	-68.355095
51.141357	-79.198769
51.814270	-80.183014
52.487183	-80.948021
53.160095	-80.611176
53.833008	-81.838982
54.505920	-81.904633
55.178833	-77.321510
55.851746	-78.901299
56.524658	-80.761269
57.197571	-80.694885
57.870483	-82.033630
58.543396	-81.806953
59.216309	-85.463394
59.889221	-85.241600
60.562134	-79.963608
61.235046	-73.093834
61.907959	-80.267784
62.580872	-86.125084
63.253784	-84.524582
63.926697	-85.071091
64.599609	-82.858292
65.272522	-80.187965
65.945435	-79.848320
66.618347	-84.424286
67.291260	-82.719376
67.964172	-83.180222
68.637085	-82.293243
69.309998	-83.029228
69.982910	-85.358688
70.655823	-83.494606
71.328735	-79.104980
72.001648	-78.186462
72.674561	-85.747452
73.347473	-87.798439
74.020386	-87.182579
74.693298	-86.345154
75.366211	-84.008186
76.039124	-82.813889
76.712036	-83.770508
77.384949	-83.236893
78.057861	-85.422562
78.730774	-86.722176
79.403687	-82.121857
80.076599	-84.689941
80.749512	-86.361549
81.422424	-80.624023
82.095337	-81.401756
82.768250	-89.449371
83.441162	-86.095886
84.114075	-80.451523
84.786987	-82.214798
85.459900	-82.323143
86.132813	-85.340050
86.805725	-85.440338
87.478638	-80.705498
88.151550	-83.140923
88.824463	-88.049896
89.497375	-83.273689
90.170288	-83.600975
90.843201	-86.540054
91.516113	-80.002708
92.189026	-70.178673
92.861938	-75.282661
93.534851	-80.971222
94.207764	-83.200279
94.880676	-84.189735
95.553589	-85.843002
96.226501	-84.464935
96.899414	-84.639709
97.572327	-83.595284
98.245239	-83.382660
98.918152	-78.665176
99.591064	-76.288719
100.263977	-84.852272
100.936890	-85.669022
101.609802	-84.156639
102.282715	-88.497749
102.955627	-88.803177
103.628540	-84.545242
104.301453	-82.252441
104.974365	-84.282936
105.647278	-87.689659
106.320190	-84.967560
106.993103	-85.850693
107.666016	-88.887131
108.338928	-95.146820
109.011841	-87.296066
109.684753	-83.350723
110.357666	-85.159744
111.030579	-88.935616
111.703491	-88.615051
112.376404	-84.395119
113.049316	-86.288368
113.722229	-88.985313
114.395142	-86.866371
115.068054	-86.180321
115.740967	-86.019211
116.413879	-86.879601
117.086792	-85.197136
117.759705	-88.960838
118.432617	-89.154266
119.105530	-88.870651
119.778442	-84.500572
120.451355	-86.100449
121.124268	-89.760101
121.797180	-82.803726
122.470093	-81.346474
123.143005	-85.770401
123.815918	-85.534309
124.488831	-84.807831
125.161743	-86.265381
125.834656	-88.067810
126.507568	-85.113350
127.180481	-85.453110
127.853394	-84.913223
128.526306	-84.445999
129.199219	-89.229187
