Frequency (Hz)	Level (dB)
0.672913	-88.758553
1.345825	-84.958008
2.018738	-78.158623
2.691650	-79.635933
3.364563	-73.711426
4.037476	-68.890732
4.710388	-68.732010
5.383301	-61.607044
6.056213	-58.630486
6.729126	-53.538094
7.402039	-50.235271
8.074951	-50.423500
8.747864	-46.807610
9.420776	-51.484985
10.093689	-58.022163
10.766602	-54.619114
11.439514	-56.596706
12.112427	-64.378204
12.785339	-57.970936
13.458252	-56.084625
14.131165	-61.666229
14.804077	-64.041229
15.476990	-56.672974
16.149902	-62.122887
16.822815	-66.110329
17.495728	-59.201843
18.168640	-64.263496
18.841553	-73.600304
19.514465	-62.506554
20.187378	-61.506859
20.860291	-72.653702
21.533203	-71.506538
22.206116	-66.817833
22.879028	-71.420006
23.551941	-71.648567
24.224854	-65.485390
24.897766	-67.868027
25.570679	-71.384705
26.243591	-68.720627
26.916504	-71.582771
27.589417	-70.021996
28.262329	-73.784157
28.935242	-72.412437
29.608154	-67.682556
30.281067	-69.929031
30.953979	-69.291496
31.626892	-73.276062
32.299805	-69.443291
32.972717	-69.781723
33.645630	-73.321793
34.318542	-69.951141
34.991455	-72.971245
35.664368	-72.752472
36.337280	-70.926903
37.010193	-71.605728
37.683105	-68.719765
38.356018	-67.449005
39.028931	-67.772293
39.701843	-68.854477
40.374756	-70.043419
41.047668	-66.723114
41.720581	-66.252739
42.393494	-67.537651
43.066406	-71.543442
43.739319	-71.200394
44.412231	-74.794426
45.085144	-74.729546
45.758057	-62.608311
46.430969	-62.302967
47.103882	-74.811974
47.776794	-76.207504
48.449707	-75.664864
49.122620	-74.590584
49.795532	-64.491669
50.468445	-68.912231
51.141357	-82.980743
51.814270	-79.173035
52.487183	-81.300690
53.160095	-81.578835
53.833008	-80.707481
54.505920	-79.753082
55.178833	-77.596596
55.851746	-78.098991
56.524658	-77.638130
57.197571	-78.201851
57.870483	-77.630066
58.543396	-80.463058
59.216309	-82.879105
59.889221	-81.160194
60.562134	-82.209885
61.235046	-71.120239
61.907959	-78.173210
62.580872	-79.886238
63.253784	-77.528419
63.926697	-75.517120
64.599609	-75.987762
65.272522	-73.432632
65.945435	-72.019966
66.618347	-72.753479
67.291260	-74.743851
67.964172	-75.743851
68.637085	-80.799606
69.309998	-81.645760
69.982910	-81.688972
70.655823	-79.417976
71.328735	-76.406822
72.001648	-79.319107
72.674561	-80.721390
73.347473	-79.309631
74.020386	-76.575462
74.693298	-80.233749
75.366211	-82.364594
76.039124	-78.604561
76.712036	-83.466911
77.384949	-85.103287
78.057861	-84.983078
78.730774	-82.684052
79.403687	-78.241882
80.076599	-77.891037
80.749512	-76.322716
81.422424	-74.348602
82.095337	-72.389702
82.768250	-71.268433
83.441162	-69.733551
84.114075	-71.491447
84.786987	-79.685326
85.459900	-80.861519
86.132813	-77.085136
86.805725	-81.676880
87.478638	-84.832794
88.151550	-86.110542
88.824463	-81.943924
89.497375	-83.586174
90.170288	-81.016258
90.843201	-80.622787
91.516113	-80.729637
92.189026	-70.829391
92.861938	-78.167793
93.534851	-87.045418
94.207764	-88.783531
94.880676	-87.360573
95.553589	-85.741203
96.226501	-84.772690
96.899414	-84.316856
97.572327	-80.152100
98.245239	-80.277611
98.918152	-78.378471
99.591064	-76.440964
100.263977	-89.654877
100.936890	-86.054031
101.609802	-84.104889
102.282715	-82.312218
102.955627	-84.327957
103.628540	-85.088966
104.301453	-84.423256
104.974365	-83.683884
105.647278	-86.857361
106.320190	-88.410873
106.993103	-83.831848
107.666016	-86.409309
108.338928	-86.964905
109.011841	-84.087044
109.684753	-88.290260
110.357666	-87.148857
111.030579	-86.867844
111.703491	-87.707108
112.376404	-83.455360
113.049316	-83.673973
113.722229	-83.006393
114.395142	-85.577835
115.068054	-84.415123
115.740967	-85.689400
116.413879	-90.518532
