Frequency (Hz)	Level (dB)
0.672913	-97.366875
1.345825	-81.394653
2.018738	-79.255806
2.691650	-81.363052
3.364563	-76.931274
4.037476	-73.929962
4.710388	-73.938011
5.383301	-73.841782
6.056213	-65.305122
6.729126	-59.281891
7.402039	-63.409946
8.074951	-59.021652
8.747864	-59.301071
9.420776	-59.140934
10.093689	-56.918781
10.766602	-57.666191
11.439514	-58.063843
12.112427	-63.856060
12.785339	-61.777191
13.458252	-62.835838
14.131165	-68.156471
14.804077	-64.618690
15.476990	-61.270149
16.149902	-66.931664
16.822815	-69.306686
17.495728	-62.931343
18.168640	-63.904854
18.841553	-71.163116
19.514465	-71.826065
20.187378	-71.654442
20.860291	-73.304520
21.533203	-74.786957
22.206116	-70.956345
22.879028	-74.594910
23.551941	-74.455643
24.224854	-77.339020
24.897766	-75.328407
25.570679	-75.328819
26.243591	-72.811165
26.916504	-75.897797
27.589417	-80.850670
28.262329	-75.252678
28.935242	-73.066895
29.608154	-73.705162
30.281067	-79.577393
30.953979	-75.923378
31.626892	-74.973640
32.299805	-79.663788
32.972717	-81.532684
33.645630	-76.853714
34.318542	-75.849617
34.991455	-75.854561
35.664368	-72.251595
36.337280	-74.030136
37.010193	-77.899887
37.683105	-81.004837
38.356018	-79.761406
39.028931	-80.318329
39.701843	-71.418007
40.374756	-71.115295
41.047668	-70.083969
41.720581	-81.160934
42.393494	-77.814903
43.066406	-77.548653
43.739319	-79.911537
44.412231	-79.962578
45.085144	-75.798058
45.758057	-65.264343
46.430969	-64.623489
47.103882	-79.171783
47.776794	-83.057861
48.449707	-82.636688
49.122620	-78.518486
49.795532	-64.621643
50.468445	-67.712753
51.141357	-82.272697
51.814270	-80.776176
52.487183	-79.753899
53.160095	-82.810806
53.833008	-83.672096
54.505920	-81.047615
55.178833	-80.325371
55.851746	-83.241776
56.524658	-80.852371
57.197571	-80.583351
57.870483	-88.623680
58.543396	-88.116005
59.216309	-83.116272
59.889221	-82.474281
60.562134	-78.571327
61.235046	-70.158546
61.907959	-77.464981
62.580872	-81.030510
63.253784	-81.497147
63.926697	-87.466255
64.599609	-82.799797
65.272522	-86.185440
65.945435	-86.341911
66.618347	-83.336617
67.291260	-80.013275
67.964172	-79.759109
68.637085	-81.638916
69.309998	-86.723854
69.982910	-81.042259
70.655823	-85.298126
71.328735	-83.063515
72.001648	-83.020599
72.674561	-87.125908
73.347473	-85.292328
74.020386	-82.605003
74.693298	-83.831863
75.366211	-85.516922
76.039124	-84.954285
76.712036	-85.513695
77.384949	-86.705101
78.057861	-85.774788
78.730774	-90.907875
79.403687	-91.352486
80.076599	-86.295959
80.749512	-82.134766
81.422424	-82.199486
82.095337	-80.612656
82.768250	-83.561211
83.441162	-85.467201
84.114075	-80.679123
84.786987	-77.855408
85.459900	-79.819855
86.132813	-81.629555
86.805725	-85.457321
87.478638	-83.407143
88.151550	-84.574387
88.824463	-85.772919
89.497375	-83.292908
90.170288	-83.617805
90.843201	-80.471581
91.516113	-79.941010
92.189026	-71.307869
92.861938	-78.428688
93.534851	-84.930664
94.207764	-82.572418
94.880676	-84.303108
95.553589	-87.380859
96.226501	-87.272713
96.899414	-84.441017
97.572327	-85.164543
98.245239	-83.573494
98.918152	-77.068565
99.591064	-78.569153
100.263977	-85.555328
100.936890	-83.807892
101.609802	-86.538788
102.282715	-86.943733
102.955627	-84.092865
103.628540	-82.334396
104.301453	-85.567848
104.974365	-86.988014
105.647278	-85.621201
106.320190	-85.326782
106.993103	-85.373962
107.666016	-88.233040
108.338928	-87.556404
109.011841	-87.045349
109.684753	-87.160461
110.357666	-88.679871
111.030579	-90.339790
111.703491	-91.704262
112.376404	-85.739525
113.049316	-86.084091
113.722229	-85.829666
114.395142	-83.602486
115.068054	-84.449699
115.740967	-88.197281
116.413879	-90.920181
117.086792	-89.536766
117.759705	-89.859070
118.432617	-87.587982
119.105530	-91.170761
119.778442	-87.783150
120.451355	-85.369835
121.124268	-85.245201
121.797180	-86.193329
122.470093	-88.888489
123.143005	-88.785240
123.815918	-89.069450
124.488831	-85.978180
125.161743	-86.671181
125.834656	-89.539688
126.507568	-89.167664
127.180481	-88.898155
127.853394	-87.470535
128.526306	-89.091713
129.199219	-90.249779
