Frequency (Hz)	Level (dB)
0.672913	-89.547447
1.345825	-79.400444
2.018738	-78.049431
2.691650	-82.318268
3.364563	-75.663124
4.037476	-73.769188
4.710388	-71.460037
5.383301	-72.209297
6.056213	-69.096565
6.729126	-63.845985
7.402039	-69.659187
8.074951	-53.848980
8.747864	-50.484211
9.420776	-56.051235
10.093689	-57.451416
10.766602	-53.992424
11.439514	-54.569759
12.112427	-61.599808
12.785339	-59.765919
13.458252	-58.574356
14.131165	-67.652916
14.804077	-68.342842
15.476990	-60.027634
16.149902	-69.186035
16.822815	-73.972549
17.495728	-61.779934
18.168640	-64.146019
18.841553	-68.652344
19.514465	-68.639351
20.187378	-67.657066
20.860291	-77.403053
21.533203	-76.974777
22.206116	-73.053864
22.879028	-76.934303
23.551941	-74.139359
24.224854	-69.942802
24.897766	-72.141273
25.570679	-72.891792
26.243591	-71.798691
26.916504	-69.170212
27.589417	-72.578300
28.262329	-75.080551
28.935242	-70.602707
29.608154	-66.657341
30.281067	-71.109718
30.953979	-74.308922
31.626892	-76.505615
32.299805	-76.670975
32.972717	-75.313591
33.645630	-74.794449
34.318542	-74.013489
34.991455	-76.640366
35.664368	-79.120323
36.337280	-72.788406
37.010193	-73.022423
37.683105	-69.616798
38.356018	-68.116623
39.028931	-68.944664
39.701843	-67.021210
40.374756	-67.052979
41.047668	-65.678719
41.720581	-74.222862
42.393494	-73.401756
43.066406	-74.281769
43.739319	-73.135063
44.412231	-71.017952
45.085144	-64.872322
45.758057	-53.909588
46.430969	-53.470165
47.103882	-72.375404
47.776794	-76.961403
48.449707	-77.698586
49.122620	-74.257996
49.795532	-66.610115
50.468445	-70.437317
51.141357	-77.074814
51.814270	-80.910225
52.487183	-82.742180
53.160095	-79.759178
53.833008	-82.659203
54.505920	-84.020348
55.178833	-82.884392
55.851746	-87.932678
56.524658	-84.283966
57.197571	-82.250580
57.870483	-81.203598
58.543396	-79.499893
59.216309	-83.646790
59.889221	-85.711647
60.562134	-84.527519
61.235046	-78.586311
61.907959	-78.358910
62.580872	-83.669220
63.253784	-85.940369
63.926697	-82.205994
64.599609	-82.661179
65.272522	-84.577324
65.945435	-84.186539
66.618347	-85.086617
67.291260	-81.639503
67.964172	-84.057800
68.637085	-86.108315
69.309998	-86.372169
69.982910	-86.468666
70.655823	-84.800293
71.328735	-83.098717
72.001648	-86.568008
72.674561	-86.821854
73.347473	-82.404030
74.020386	-83.360825
74.693298	-84.124634
75.366211	-84.330032
76.039124	-81.200623
76.712036	-80.877899
77.384949	-83.496758
78.057861	-84.474045
78.730774	-84.454659
79.403687	-84.861465
80.076599	-82.643074
80.749512	-80.942215
81.422424	-83.223000
82.095337	-83.171432
82.768250	-81.077660
83.441162	-80.263489
84.114075	-81.617828
84.786987	-82.881279
85.459900	-81.505219
86.132813	-81.745102
86.805725	-81.666122
87.478638	-81.380638
88.151550	-86.124435
88.824463	-85.428207
89.497375	-82.289482
90.170288	-87.871544
90.843201	-82.916565
91.516113	-84.667183
92.189026	-79.772560
92.861938	-83.480011
93.534851	-87.304169
94.207764	-83.983955
94.880676	-86.996368
95.553589	-83.666420
96.226501	-82.881355
96.899414	-83.125641
97.572327	-87.067513
98.245239	-84.518303
98.918152	-80.780273
99.591064	-79.573822
100.263977	-80.759766
100.936890	-86.024582
101.609802	-85.842529
102.282715	-86.190529
102.955627	-83.825127
103.628540	-84.974556
104.301453	-85.225464
104.974365	-88.155327
105.647278	-95.657539
106.320190	-87.174858
106.993103	-85.759262
