Frequency (Hz)	Level (dB)
0.672913	-89.482719
1.345825	-89.285950
2.018738	-86.035431
2.691650	-78.786537
3.364563	-72.327530
4.037476	-72.870018
4.710388	-69.826553
5.383301	-60.975208
6.056213	-61.870430
6.729126	-55.751820
7.402039	-53.425117
8.074951	-50.180111
8.747864	-44.180290
9.420776	-50.158714
10.093689	-60.108517
10.766602	-54.244308
11.439514	-56.502769
12.112427	-66.634140
12.785339	-57.799313
13.458252	-54.926373
14.131165	-62.685368
14.804077	-64.492462
15.476990	-56.711220
16.149902	-61.901901
16.822815	-66.663086
17.495728	-59.262463
18.168640	-61.757534
18.841553	-73.064651
19.514465	-64.767441
20.187378	-65.289047
20.860291	-69.896622
21.533203	-70.178680
22.206116	-65.487183
22.879028	-69.752281
23.551941	-73.015755
24.224854	-65.552765
24.897766	-70.203941
25.570679	-74.192238
26.243591	-70.256645
26.916504	-68.127815
27.589417	-67.250755
28.262329	-70.371826
28.935242	-68.502319
29.608154	-68.381859
30.281067	-72.396721
30.953979	-72.070282
31.626892	-76.042366
32.299805	-73.823364
32.972717	-72.107841
33.645630	-74.604446
34.318542	-73.642365
34.991455	-78.788467
35.664368	-78.293549
36.337280	-79.215698
37.010193	-76.882980
37.683105	-71.405701
38.356018	-70.701546
39.028931	-71.594231
39.701843	-72.777840
40.374756	-71.571838
41.047668	-68.540131
41.720581	-80.350807
42.393494	-78.522568
43.066406	-78.104675
43.739319	-75.300087
44.412231	-70.181526
45.085144	-64.187889
45.758057	-53.355389
46.430969	-52.229755
47.103882	-67.212891
47.776794	-71.699722
48.449707	-77.123108
49.122620	-73.141655
49.795532	-64.849297
50.468445	-67.979401
51.141357	-75.522964
51.814270	-75.810486
52.487183	-75.501343
53.160095	-79.552956
53.833008	-80.623055
54.505920	-81.199409
55.178833	-76.357674
55.851746	-78.784386
56.524658	-76.491264
57.197571	-79.605293
57.870483	-80.674606
58.543396	-82.306778
59.216309	-81.037636
59.889221	-83.287544
60.562134	-83.413727
