Frequency (Hz)	Level (dB)
0.672913	-88.955177
1.345825	-86.785965
2.018738	-83.177612
2.691650	-80.270317
3.364563	-74.063278
4.037476	-68.501595
4.710388	-68.688522
5.383301	-60.757107
6.056213	-59.152092
6.729126	-53.121590
7.402039	-50.706596
8.074951	-50.875286
8.747864	-46.493080
9.420776	-51.477345
10.093689	-57.905159
10.766602	-55.991779
11.439514	-57.710953
12.112427	-62.970516
12.785339	-58.597878
13.458252	-56.213135
14.131165	-62.265759
14.804077	-62.962021
15.476990	-56.882587
16.149902	-60.354767
16.822815	-66.315010
17.495728	-59.465099
18.168640	-63.416653
18.841553	-70.306717
19.514465	-62.604187
20.187378	-61.875153
20.860291	-72.106331
21.533203	-72.683685
22.206116	-67.816475
22.879028	-72.307213
23.551941	-72.067291
24.224854	-66.006683
24.897766	-72.454643
25.570679	-72.185051
26.243591	-70.344864
26.916504	-74.733788
27.589417	-72.595757
28.262329	-71.138672
28.935242	-71.826027
29.608154	-70.041428
30.281067	-72.043686
30.953979	-72.467110
31.626892	-72.786064
32.299805	-70.668343
32.972717	-72.927490
33.645630	-75.246040
34.318542	-75.203125
34.991455	-76.859360
35.664368	-76.442131
36.337280	-80.615868
37.010193	-82.198723
37.683105	-82.141747
38.356018	-73.027260
39.028931	-73.424797
39.701843	-74.296677
40.374756	-71.729240
41.047668	-69.932526
41.720581	-72.148598
42.393494	-72.862961
43.066406	-76.487419
43.739319	-75.638252
44.412231	-76.171379
45.085144	-76.466881
45.758057	-64.828514
46.430969	-63.103573
47.103882	-78.728096
47.776794	-78.607544
48.449707	-76.127968
49.122620	-75.942780
49.795532	-65.755981
50.468445	-69.866661
51.141357	-79.289116
51.814270	-77.959190
52.487183	-78.827515
53.160095	-79.868103
53.833008	-84.825417
54.505920	-81.532486
55.178833	-82.746773
55.851746	-82.034286
56.524658	-86.214821
57.197571	-84.440468
57.870483	-81.280067
58.543396	-82.708633
59.216309	-82.648720
59.889221	-82.596634
60.562134	-81.268700
61.235046	-72.679092
61.907959	-81.291176
62.580872	-84.884995
63.253784	-80.461945
