Frequency (Hz)	Level (dB)
0.672913	-88.135475
1.345825	-87.000633
2.018738	-87.012741
2.691650	-79.266449
3.364563	-73.081055
4.037476	-73.419312
4.710388	-68.919960
5.383301	-61.667877
6.056213	-61.425949
6.729126	-55.935364
7.402039	-54.066921
8.074951	-50.707279
8.747864	-43.881386
9.420776	-49.895756
10.093689	-60.214230
10.766602	-54.402573
11.439514	-56.582531
12.112427	-65.859100
12.785339	-58.133232
13.458252	-54.948921
14.131165	-62.922714
14.804077	-65.170250
15.476990	-57.420200
16.149902	-61.614838
16.822815	-66.024246
17.495728	-58.980797
18.168640	-62.152767
18.841553	-70.296944
19.514465	-64.989899
20.187378	-65.132950
20.860291	-69.609856
21.533203	-70.527527
22.206116	-65.822357
22.879028	-70.331711
23.551941	-73.382683
24.224854	-66.167923
24.897766	-69.414833
25.570679	-72.117233
26.243591	-70.976570
26.916504	-68.212158
27.589417	-67.187920
28.262329	-70.203636
28.935242	-67.658478
29.608154	-69.518227
30.281067	-71.292557
30.953979	-72.140442
31.626892	-72.426476
32.299805	-72.688461
32.972717	-70.796577
33.645630	-74.329231
34.318542	-75.473518
34.991455	-76.995308
35.664368	-77.166992
36.337280	-74.027069
37.010193	-76.837166
37.683105	-72.290665
38.356018	-72.914436
39.028931	-66.045883
39.701843	-63.850475
40.374756	-61.164413
41.047668	-62.709599
41.720581	-63.545937
42.393494	-66.981873
43.066406	-73.429565
43.739319	-73.447060
44.412231	-70.228539
45.085144	-61.927608
45.758057	-53.477589
46.430969	-52.001625
47.103882	-70.568077
47.776794	-72.724922
48.449707	-75.205544
49.122620	-74.515259
49.795532	-65.861588
50.468445	-69.013428
51.141357	-77.687164
51.814270	-77.779129
52.487183	-79.394554
53.160095	-79.330223
53.833008	-80.807274
54.505920	-81.696777
55.178833	-75.529953
55.851746	-78.194008
56.524658	-81.791687
57.197571	-80.358978
57.870483	-84.508003
58.543396	-84.105652
59.216309	-86.000130
59.889221	-83.055740
60.562134	-80.695137
61.235046	-77.555428
61.907959	-80.731133
62.580872	-79.901665
63.253784	-86.027245
63.926697	-81.366005
64.599609	-80.496735
65.272522	-81.891068
65.945435	-79.066589
66.618347	-80.594589
67.291260	-82.206352
67.964172	-78.145851
68.637085	-83.806511
69.309998	-80.710869
69.982910	-85.412727
70.655823	-83.822327
71.328735	-82.369408
72.001648	-80.546028
72.674561	-78.891220
73.347473	-80.783585
74.020386	-80.196190
74.693298	-81.673370
75.366211	-83.804955
76.039124	-81.166832
76.712036	-84.189644
77.384949	-85.598534
78.057861	-85.602844
78.730774	-83.049370
79.403687	-81.132187
80.076599	-80.873199
80.749512	-82.642822
81.422424	-80.028625
82.095337	-82.460747
82.768250	-81.309914
83.441162	-81.681938
84.114075	-81.962196
84.786987	-86.404404
85.459900	-85.477249
86.132813	-84.217102
86.805725	-84.493156
87.478638	-82.944427
88.151550	-81.338669
88.824463	-88.574394
89.497375	-87.685120
90.170288	-84.921669
90.843201	-86.514259
91.516113	-81.636566
92.189026	-77.230988
92.861938	-83.883331
93.534851	-81.325211
94.207764	-82.825768
94.880676	-84.243591
95.553589	-83.725807
96.226501	-80.483337
96.899414	-83.962311
97.572327	-85.099045
98.245239	-81.627220
98.918152	-83.521042
99.591064	-82.531197
100.263977	-82.143089
100.936890	-84.873116
101.609802	-84.648872
102.282715	-84.263908
102.955627	-85.844955
103.628540	-85.823952
104.301453	-83.347878
104.974365	-82.943642
105.647278	-86.780785
106.320190	-84.007080
106.993103	-88.793411
107.666016	-81.836952
108.338928	-82.816330
109.011841	-86.172112
109.684753	-85.360916
110.357666	-84.680054
111.030579	-82.056534
111.703491	-85.532722
112.376404	-88.616699
113.049316	-85.972198
113.722229	-86.219513
114.395142	-86.429977
115.068054	-87.240150
115.740967	-87.062958
116.413879	-83.899529
117.086792	-81.374504
117.759705	-84.830231
118.432617	-84.241127
119.105530	-87.630859
119.778442	-90.357811
120.451355	-84.612610
121.124268	-86.310043
121.797180	-82.443588
122.470093	-81.191261
123.143005	-88.215332
123.815918	-87.670433
124.488831	-85.975555
125.161743	-86.182884
125.834656	-91.664970
126.507568	-87.766525
127.180481	-83.493233
127.853394	-82.180115
128.526306	-83.897018
129.199219	-82.545975
129.872131	-85.325859
130.545044	-84.770309
131.217957	-84.956406
131.890869	-86.805984
132.563782	-84.554840
133.236694	-84.203262
133.909607	-85.100609
134.582520	-86.511604
135.255432	-85.652054
135.928345	-88.252663
136.601257	-87.776993
137.274170	-87.502800
137.947083	-81.934647
138.619995	-79.755287
139.292908	-84.381676
139.965820	-85.160751
140.638733	-88.953575
141.311646	-86.453003
141.984558	-88.526253
142.657471	-89.513298
143.330383	-89.584152
144.003296	-89.815811
144.676208	-85.608337
145.349121	-88.954918
146.022034	-85.809914
146.694946	-87.805893
147.367859	-88.683296
148.040771	-87.495750
148.713684	-81.947212
149.386597	-79.267937
150.059509	-79.131500
150.732422	-88.361824
151.405334	-89.402946
152.078247	-90.332848
152.751160	-86.080643
153.424072	-86.853569
154.096985	-82.527176
154.769897	-83.777054
155.442810	-82.910660
156.115723	-84.037338
156.788635	-87.639221
157.461548	-86.617630
158.134460	-88.995018
158.807373	-88.581108
159.480286	-88.290588
160.153198	-86.878021
160.826111	-90.492805
161.499023	-88.861687
162.171936	-86.469482
162.844849	-89.799133
163.517761	-87.787987
164.190674	-85.228531
164.863586	-87.572395
165.536499	-87.322227
166.209412	-88.202324
166.882324	-90.630310
167.555237	-87.626251
168.228149	-90.054443
168.901062	-89.809067
169.573975	-90.921043
170.246887	-92.399872
170.919800	-91.321159
171.592712	-86.837021
172.265625	-86.814545
172.938538	-91.474373
173.611450	-89.252449
174.284363	-89.793724
174.957275	-89.402649
175.630188	-85.952103
176.303101	-86.777596
176.976013	-88.969429
177.648926	-88.730301
178.321838	-88.956451
178.994751	-87.523895
179.667664	-86.841270
180.340576	-85.182693
181.013489	-87.247330
181.686401	-85.755035
182.359314	-89.108406
183.032227	-87.668625
183.705139	-86.094849
184.378052	-81.635063
185.050964	-86.317307
185.723877	-89.951881
186.396790	-86.067810
187.069702	-87.044014
187.742615	-88.288734
188.415527	-87.349335
189.088440	-86.516045
189.761353	-88.909966
190.434265	-85.927467
191.107178	-87.828339
191.780090	-88.532951
192.453003	-89.580460
193.125916	-86.205963
193.798828	-89.820389
194.471741	-88.289566
195.144653	-87.726875
195.817566	-89.065636
196.490479	-86.332352
197.163391	-89.336983
197.836304	-89.177925
198.509216	-92.101021
199.182129	-86.405342
199.855042	-88.739304
200.527954	-87.874245
201.200867	-90.045586
201.873779	-86.922394
202.546692	-88.262970
203.219604	-89.640160
203.892517	-86.299660
204.565430	-88.652283
205.238342	-90.379120
205.911255	-87.146645
206.584167	-96.943939
207.257080	-90.430748
207.929993	-91.883965
208.602905	-91.710106
209.275818	-88.207352
209.948730	-88.903969
210.621643	-86.965332
211.294556	-85.797249
211.967468	-85.274467
212.640381	-86.774284
213.313293	-89.316658
213.986206	-89.620651
214.659119	-85.729454
215.332031	-88.323891
216.004944	-88.084267
216.677856	-84.943817
217.350769	-89.321136
218.023682	-87.773773
218.696594	-88.121086
219.369507	-88.087006
220.042419	-86.793167
220.715332	-84.189812
221.388245	-87.321129
222.061157	-87.837555
222.734070	-90.209625
223.406982	-88.663071
224.079895	-87.683258
224.752808	-90.391891
225.425720	-90.641342
226.098633	-86.899452
226.771545	-87.209198
227.444458	-85.964630
228.117371	-89.647743
228.790283	-88.285980
229.463196	-87.684433
230.136108	-88.506500
230.809021	-89.529785
231.481934	-87.849388
232.154846	-87.847786
232.827759	-89.260651
233.500671	-88.033249
234.173584	-90.550293
234.846497	-89.602058
235.519409	-89.190369
236.192322	-88.852356
236.865234	-86.751472
237.538147	-85.835716
238.211060	-90.010674
238.883972	-88.201508
239.556885	-88.583748
240.229797	-87.113113
240.902710	-88.898613
241.575623	-91.394562
242.248535	-87.801086
242.921448	-91.471329
243.594360	-85.085930
244.267273	-84.610947
244.940186	-85.590683
245.613098	-87.544350
246.286011	-83.230721
246.958923	-92.946266
247.631836	-85.832344
248.304749	-86.948280
248.977661	-87.677673
249.650574	-84.085312
250.323486	-84.338379
250.996399	-85.962929
251.669312	-87.592087
252.342224	-83.661835
253.015137	-86.101776
253.688049	-83.154549
254.360962	-87.679970
255.033875	-84.647774
255.706787	-84.378357
256.379700	-81.143242
257.052612	-84.613609
257.725525	-84.255943
258.398438	-83.585152
259.071350	-84.000084
259.744263	-82.820557
260.417175	-83.649139
261.090088	-81.573975
261.763000	-82.301514
262.435913	-82.433601
263.108826	-82.958870
263.781738	-82.151764
264.454651	-81.007439
265.127563	-81.301170
265.800476	-82.136070
266.473389	-79.096489
267.146301	-84.163620
267.819214	-81.546661
268.492126	-79.504578
269.165039	-79.716423
269.837952	-78.909348
270.510864	-79.798080
271.183777	-79.550613
271.856689	-75.992744
272.529602	-75.792328
273.202515	-78.136673
273.875427	-76.132347
274.548340	-76.045517
275.221252	-77.995842
275.894165	-75.760391
276.567078	-75.304298
277.239990	-73.547386
277.912903	-75.525391
278.585815	-72.433380
279.258728	-75.757042
279.931641	-72.493523
280.604553	-71.564331
281.277466	-70.320869
281.950378	-70.424789
282.623291	-66.484642
283.296204	-66.800148
283.969116	-69.890594
284.642029	-66.638145
285.314941	-64.618050
285.987854	-67.099731
286.660767	-65.778732
287.333679	-60.652225
288.006592	-60.450539
288.679504	-63.854256
289.352417	-59.239872
290.025330	-59.068104
290.698242	-59.509403
291.371155	-54.763527
292.044067	-48.503685
292.716980	-47.779312
293.389893	-51.094398
294.062805	-49.177624
294.735718	-48.288612
295.408630	-50.398510
296.081543	-45.791103
296.754456	-44.703964
297.427368	-41.289455
298.100281	-39.613564
298.773193	-30.704205
299.446106	-17.477406
300.119019	-7.001698
