Frequency (Hz)	Level (dB)
0.672913	-86.204002
1.345825	-84.448311
2.018738	-81.493156
2.691650	-81.362152
3.364563	-74.027985
4.037476	-68.434021
4.710388	-68.693253
5.383301	-67.748604
6.056213	-66.757561
6.729126	-66.442245
7.402039	-57.061787
8.074951	-55.020363
8.747864	-54.207493
9.420776	-55.974979
10.093689	-55.403259
10.766602	-57.976177
11.439514	-57.082703
12.112427	-59.002693
12.785339	-62.966423
13.458252	-61.150841
14.131165	-67.538261
14.804077	-65.454880
15.476990	-62.384846
16.149902	-65.767265
16.822815	-65.003258
17.495728	-65.105179
18.168640	-66.688622
18.841553	-66.243904
19.514465	-67.204689
20.187378	-69.248955
20.860291	-66.391090
21.533203	-64.535454
22.206116	-65.285309
22.879028	-66.287094
23.551941	-67.285995
24.224854	-67.499886
24.897766	-63.892292
25.570679	-64.475159
26.243591	-65.620392
26.916504	-63.565018
27.589417	-65.712334
28.262329	-67.045059
28.935242	-64.313522
29.608154	-63.109177
30.281067	-63.281490
30.953979	-64.216026
31.626892	-64.029755
32.299805	-64.040146
32.972717	-64.556465
33.645630	-64.175949
34.318542	-63.824364
34.991455	-63.808918
35.664368	-63.217728
36.337280	-63.463737
37.010193	-63.912899
37.683105	-62.936207
38.356018	-62.303349
39.028931	-63.061062
39.701843	-62.845394
40.374756	-61.656113
41.047668	-60.963947
41.720581	-61.966824
42.393494	-62.974892
43.066406	-63.277203
43.739319	-61.259350
44.412231	-62.131039
45.085144	-63.178532
45.758057	-61.560680
46.430969	-61.236507
47.103882	-61.117718
47.776794	-61.371246
48.449707	-62.341087
49.122620	-61.574478
49.795532	-57.617611
50.468445	-59.667782
51.141357	-62.130795
51.814270	-61.523335
52.487183	-61.531685
53.160095	-60.880802
53.833008	-60.739319
54.505920	-61.460136
55.178833	-60.451641
55.851746	-60.258152
56.524658	-60.767784
57.197571	-60.522839
57.870483	-60.744282
58.543396	-60.723633
59.216309	-59.518135
59.889221	-60.186527
60.562134	-60.477634
61.235046	-59.974689
61.907959	-60.586391
62.580872	-60.089413
63.253784	-59.735790
63.926697	-60.683548
64.599609	-60.263996
65.272522	-60.128490
65.945435	-60.630756
66.618347	-60.390030
67.291260	-60.323185
67.964172	-60.620102
68.637085	-60.120029
69.309998	-60.570347
69.982910	-60.675713
70.655823	-59.881245
71.328735	-60.083946
72.001648	-60.156960
72.674561	-59.845154
73.347473	-60.581619
74.020386	-60.156586
74.693298	-60.064362
75.366211	-60.293301
76.039124	-59.741524
76.712036	-59.882610
77.384949	-60.196373
78.057861	-59.895218
78.730774	-59.749783
79.403687	-59.879948
80.076599	-59.478584
80.749512	-59.602222
81.422424	-59.870506
82.095337	-59.771084
82.768250	-59.847588
83.441162	-60.303356
84.114075	-59.653141
84.786987	-59.154030
85.459900	-59.459915
86.132813	-59.128754
86.805725	-58.798725
87.478638	-58.851833
88.151550	-58.755402
88.824463	-59.607018
89.497375	-59.427284
90.170288	-59.521671
90.843201	-59.941936
91.516113	-59.565586
92.189026	-59.379097
92.861938	-59.609165
93.534851	-59.292393
94.207764	-59.255127
94.880676	-59.181225
95.553589	-59.122009
96.226501	-59.307892
96.899414	-59.169384
97.572327	-59.475132
98.245239	-59.715374
98.918152	-59.220768
99.591064	-59.329861
100.263977	-59.308887
100.936890	-58.831074
101.609802	-58.719116
102.282715	-58.883854
102.955627	-58.646584
103.628540	-59.013535
104.301453	-59.182835
104.974365	-59.089596
105.647278	-59.434238
106.320190	-59.503902
106.993103	-59.076679
107.666016	-59.203312
108.338928	-58.970547
109.011841	-58.770126
109.684753	-59.091827
110.357666	-59.000702
111.030579	-58.878990
111.703491	-59.002575
112.376404	-59.241337
113.049316	-59.294216
113.722229	-59.033020
114.395142	-58.810047
115.068054	-58.888874
115.740967	-58.645107
116.413879	-58.626396
117.086792	-58.706371
117.759705	-58.425049
118.432617	-58.576721
119.105530	-58.773613
119.778442	-58.683857
120.451355	-58.595909
121.124268	-59.334381
121.797180	-59.042881
122.470093	-58.900475
123.143005	-58.639736
123.815918	-58.648476
124.488831	-58.433468
125.161743	-58.706646
125.834656	-58.964001
126.507568	-59.062637
127.180481	-59.205532
127.853394	-59.136848
128.526306	-59.229374
129.199219	-59.245552
129.872131	-59.006317
130.545044	-58.958378
131.217957	-58.926193
131.890869	-58.689335
132.563782	-58.853745
133.236694	-58.996361
133.909607	-58.555244
134.582520	-58.805798
135.255432	-58.917809
135.928345	-58.790268
136.601257	-58.719715
137.274170	-58.808205
137.947083	-58.917965
138.619995	-58.912285
139.292908	-58.893875
139.965820	-58.980034
140.638733	-58.718357
141.311646	-58.576527
141.984558	-58.886154
142.657471	-58.794395
143.330383	-58.613338
144.003296	-59.006817
144.676208	-59.003235
145.349121	-58.896645
146.022034	-59.148266
146.694946	-58.973324
147.367859	-58.810394
148.040771	-58.846367
148.713684	-58.894794
149.386597	-58.660873
150.059509	-58.925346
150.732422	-58.873875
151.405334	-58.727463
152.078247	-58.916958
152.751160	-58.863323
153.424072	-58.760494
154.096985	-58.782833
154.769897	-58.746262
155.442810	-58.733154
156.115723	-58.645145
156.788635	-58.463207
157.461548	-58.533710
158.134460	-58.773071
158.807373	-58.752983
159.480286	-58.781738
160.153198	-58.840645
160.826111	-58.812710
161.499023	-58.944763
162.171936	-58.785069
162.844849	-58.672092
163.517761	-58.591446
164.190674	-58.503414
164.863586	-58.671051
165.536499	-58.708626
166.209412	-58.615250
166.882324	-58.786758
167.555237	-59.024742
168.228149	-58.704205
168.901062	-59.119179
169.573975	-58.969463
170.246887	-58.778282
170.919800	-59.035645
171.592712	-58.631870
172.265625	-58.491146
172.938538	-58.839207
173.611450	-58.763760
174.284363	-58.755016
174.957275	-58.818233
175.630188	-58.538990
176.303101	-58.758060
176.976013	-58.725517
177.648926	-58.785271
178.321838	-58.714737
178.994751	-58.622894
179.667664	-58.644032
180.340576	-58.582413
181.013489	-58.556087
181.686401	-58.697598
182.359314	-58.748264
183.032227	-58.642715
183.705139	-59.161282
184.378052	-58.987606
185.050964	-58.813404
185.723877	-58.991222
186.396790	-59.056396
187.069702	-58.798218
187.742615	-58.666740
188.415527	-58.775940
189.088440	-58.791195
189.761353	-58.881046
190.434265	-59.119736
191.107178	-58.987942
191.780090	-58.808109
192.453003	-59.039028
193.125916	-58.758289
193.798828	-58.716434
194.471741	-58.793667
195.144653	-58.488876
195.817566	-58.741016
196.490479	-58.737312
197.163391	-58.671398
197.836304	-58.798462
198.509216	-58.915756
199.182129	-58.863823
199.855042	-59.105244
200.527954	-59.115051
201.200867	-58.994659
201.873779	-58.981167
202.546692	-58.917091
203.219604	-58.865646
203.892517	-58.922657
204.565430	-58.992104
205.238342	-58.990185
205.911255	-59.107273
206.584167	-59.254890
207.257080	-59.536026
207.929993	-59.502869
208.602905	-59.472172
209.275818	-59.413532
209.948730	-59.319794
210.621643	-59.509960
211.294556	-59.460316
211.967468	-59.267197
212.640381	-59.410801
213.313293	-59.158451
213.986206	-58.937580
214.659119	-59.011448
215.332031	-58.871822
216.004944	-58.635544
216.677856	-58.858822
217.350769	-58.720127
218.023682	-58.745964
218.696594	-58.434452
219.369507	-58.501110
220.042419	-58.475159
220.715332	-58.378723
221.388245	-58.710918
222.061157	-58.502583
222.734070	-58.657814
223.406982	-58.570858
224.079895	-58.561543
224.752808	-58.468327
225.425720	-58.646599
226.098633	-58.367325
226.771545	-58.544525
227.444458	-58.456882
228.117371	-58.400558
228.790283	-58.606014
229.463196	-58.666569
230.136108	-58.719219
230.809021	-58.658607
231.481934	-58.608425
232.154846	-58.612045
232.827759	-58.738098
233.500671	-58.397266
234.173584	-58.759758
234.846497	-58.733223
235.519409	-58.247997
236.192322	-58.623466
236.865234	-58.492855
237.538147	-58.636692
238.211060	-58.485973
238.883972	-58.482887
239.556885	-58.647846
240.229797	-58.899010
240.902710	-58.553848
241.575623	-58.545429
242.248535	-58.631123
242.921448	-58.406582
243.594360	-58.815861
244.267273	-58.591785
244.940186	-58.697727
245.613098	-58.481346
246.286011	-58.747070
246.958923	-58.753330
247.631836	-58.752480
248.304749	-58.699818
248.977661	-58.763187
249.650574	-58.856544
250.323486	-58.824699
250.996399	-58.724529
251.669312	-58.537067
252.342224	-58.824062
253.015137	-58.770130
253.688049	-58.663338
254.360962	-58.776844
255.033875	-59.213650
255.706787	-58.931068
256.379700	-58.584599
257.052612	-58.706944
257.725525	-58.882187
258.398438	-58.761204
259.071350	-58.718925
259.744263	-58.818886
260.417175	-58.555660
261.090088	-58.787624
261.763000	-59.118904
262.435913	-58.488068
263.108826	-59.066933
263.781738	-58.544525
264.454651	-59.011730
265.127563	-58.800121
265.800476	-58.861778
266.473389	-58.451447
267.146301	-58.843922
267.819214	-58.419243
268.492126	-58.613800
269.165039	-59.010105
269.837952	-58.241833
270.510864	-59.086380
271.183777	-58.527790
271.856689	-58.871361
272.529602	-58.426815
273.202515	-58.698528
273.875427	-58.219276
274.548340	-58.796131
275.221252	-58.414295
275.894165	-58.565960
276.567078	-58.702309
277.239990	-58.188965
277.912903	-59.341740
278.585815	-58.313095
279.258728	-59.053444
279.931641	-57.841827
280.604553	-58.965591
281.277466	-58.519741
281.950378	-58.472328
282.623291	-58.820328
283.296204	-57.743374
283.969116	-58.335754
284.642029	-57.510231
285.314941	-59.649670
285.987854	-56.773010
286.660767	-59.270374
287.333679	-55.923698
288.006592	-56.235710
288.679504	-57.180367
289.352417	-53.945538
290.025330	-53.933167
290.698242	-53.369968
291.371155	-50.429123
292.044067	-50.041275
292.716980	-50.869213
293.389893	-47.884941
294.062805	-49.424900
294.735718	-52.113358
295.408630	-51.076321
296.081543	-49.365219
