Frequency (Hz)	Level (dB)
0.672913	-89.298920
1.345825	-85.541496
2.018738	-80.294968
2.691650	-77.573990
3.364563	-73.545570
4.037476	-70.047722
4.710388	-68.022095
5.383301	-60.747234
6.056213	-58.184254
6.729126	-53.081131
7.402039	-50.304466
8.074951	-50.449043
8.747864	-47.057705
9.420776	-51.723946
10.093689	-57.357227
10.766602	-55.502785
11.439514	-57.884155
12.112427	-65.020645
12.785339	-58.065315
13.458252	-55.764065
14.131165	-62.979908
14.804077	-63.884098
15.476990	-56.934689
16.149902	-61.685600
16.822815	-66.375015
17.495728	-59.356609
18.168640	-64.305893
18.841553	-71.829796
19.514465	-62.312119
20.187378	-62.017433
20.860291	-71.947983
21.533203	-72.617950
22.206116	-67.757744
22.879028	-71.059906
23.551941	-69.350609
24.224854	-66.638626
24.897766	-72.669289
25.570679	-71.457291
26.243591	-72.207657
26.916504	-74.886536
27.589417	-71.085762
28.262329	-72.519371
28.935242	-71.730301
29.608154	-71.141212
30.281067	-73.516846
30.953979	-74.321724
31.626892	-73.421204
32.299805	-70.875916
32.972717	-72.409447
33.645630	-77.688057
34.318542	-74.627327
34.991455	-77.981438
35.664368	-74.767334
36.337280	-77.249107
37.010193	-82.065109
37.683105	-81.620422
38.356018	-75.795975
39.028931	-75.867050
39.701843	-73.476097
40.374756	-77.128410
41.047668	-75.149399
41.720581	-77.836533
42.393494	-76.112923
43.066406	-77.117279
43.739319	-75.413284
44.412231	-76.934792
45.085144	-74.214546
45.758057	-63.576519
46.430969	-63.284821
47.103882	-76.551682
47.776794	-80.728683
48.449707	-77.150978
49.122620	-76.094818
49.795532	-66.038879
50.468445	-68.729691
51.141357	-78.099464
51.814270	-78.447166
52.487183	-78.647141
53.160095	-75.906685
53.833008	-79.348709
54.505920	-82.705193
55.178833	-81.059029
55.851746	-82.558472
56.524658	-83.111061
57.197571	-79.685860
57.870483	-79.258827
58.543396	-83.149986
59.216309	-83.422211
59.889221	-81.943939
60.562134	-81.082832
61.235046	-72.032082
61.907959	-78.841301
62.580872	-85.508133
63.253784	-81.198097
63.926697	-79.122742
64.599609	-81.157089
65.272522	-76.793297
65.945435	-85.943520
66.618347	-84.575623
67.291260	-80.094170
67.964172	-78.432465
68.637085	-81.013809
69.309998	-80.835533
69.982910	-85.862137
70.655823	-82.149292
71.328735	-82.375099
72.001648	-84.761238
72.674561	-85.640587
73.347473	-83.442001
74.020386	-77.744484
74.693298	-83.272102
75.366211	-82.433105
76.039124	-80.562820
76.712036	-82.918846
77.384949	-81.488632
78.057861	-85.150772
78.730774	-81.557289
79.403687	-83.018723
